MIN;AVG;MAX
30;134;313
54;129;277
51;129;282
52;130;272
49;128;282
51;130;280
49;130;282
51;128;281
49;129;282
51;128;265
49;131;303
63;128;291
50;130;270
60;128;257
49;131;331
60;128;288
51;130;294
54;127;277
60;130;269
49;127;246
62;129;281
47;129;306
59;129;290
46;133;273
