MIN;AVG;MAX
29;131;283
51;130;285
52;130;298
50;131;279
50;130;288
50;128;280
56;131;274
52;138;299
51;139;275
52;137;264
49;138;262
46;136;265
46;137;268
45;136;267
51;137;253
52;137;263
50;134;250
48;138;243
51;135;250
50;135;259
50;132;249
36;134;291
33;132;306
50;135;314
41;135;330
17;133;326
62;125;238
64;123;262
36;134;352
65;122;236
43;133;347
52;132;275
51;131;331
57;133;274
61;134;306
51;135;275
63;132;266
56;134;257
63;133;248
33;134;250
45;138;274
