MIN;AVG;MAX
20;64;89
23;80;103
23;73;102
5;72;95
30;77;96
19;71;93
18;66;86
24;66;93
19;71;96
24;76;96
25;70;97
24;73;90
24;82;104
23;79;99
22;80;99
36;74;96
27;75;96
20;78;99
20;76;96
30;74;96
23;75;96
18;72;94
21;73;94
21;65;90
20;67;88
