MIN;AVG;MAX
17;68;95
25;70;94
51;68;82
25;67;93
24;72;96
24;78;101
23;74;96
24;69;86
25;73;88
24;71;91
58;75;96
20;75;98
20;70;87
60;78;93
68;81;97
24;79;93
25;79;97
23;78;97
24;79;98
23;77;93
24;77;102
23;76;94
45;78;97
54;72;91
25;78;95
61;81;94
66;81;94
63;76;91
57;72;86
57;74;94
25;76;90
23;75;96
24;77;93
25;75;95
63;76;92
25;76;91
21;79;92
24;74;89
23;75;93
25;75;96
24;78;93
65;79;93
63;78;95
