MIN;AVG;MAX
17;60;78
10;65;91
22;68;91
25;66;87
23;71;91
13;64;87
22;67;96
24;71;93
24;70;96
25;70;91
18;68;94
24;67;89
21;73;97
22;70;93
22;72;100
20;65;93
20;67;90
12;63;86
14;68;98
13;65;88
22;70;84
24;60;93
21;70;92
20;69;86
24;67;98
14;50;75
13;57;86
18;67;89
22;71;95
