MIN;AVG;MAX
17;55;76
21;61;93
25;69;86
21;73;91
29;74;96
20;71;90
59;76;92
27;74;92
45;77;94
39;72;97
20;77;95
23;79;93
60;73;89
50;78;96
22;69;86
49;74;97
24;75;97
24;74;97
22;72;100
23;72;97
23;74;96
24;75;96
24;70;91
24;70;89
23;76;95
24;77;98
22;74;97
26;72;96
25;71;89
25;70;91
